environment,replication,RAC_HRP,HRP_static,HRP_periodic_3,EW,ERC
B_xsec_shuffle,19,-0.41189177087339873,-0.4024089898841167,-0.4033784342094446,-0.3993219719437864,-0.41025248950288357
B_xsec_shuffle,20,-0.292522554576545,-0.2936395333792069,-0.28802243994486626,-0.3115131563410454,-0.2954238361516295
B_xsec_shuffle,21,-0.15480603751359495,-0.14574513373774625,-0.1517202015675589,-0.1726570208967872,-0.16076880697437984
B_xsec_shuffle,22,-0.16174189256212987,-0.17461875414003822,-0.1501473240962865,-0.1953329520533201,-0.18296029451355136
B_xsec_shuffle,23,-0.2364825609058283,-0.2220721253300733,-0.20674829660200097,-0.22822170378918874,-0.23214352397545196
B_xsec_shuffle,24,-0.2220636767656661,-0.21406083708562137,-0.20324135272909938,-0.2018291418681944,-0.20048213390965047
B_xsec_shuffle,25,-0.059141437782305836,-0.03813208485736213,-0.0570675432293839,-0.08597389025884486,-0.07173279763836339
B_xsec_shuffle,26,-0.10289622163096614,-0.0944358823319859,-0.10514900744512626,-0.10570357363907812,-0.10644510594197332
B_xsec_shuffle,27,-0.0723241904125133,-0.05994894348271129,-0.07172397627898974,-0.04415328658786928,-0.04839672574669754
B_xsec_shuffle,28,-0.1971210063974202,-0.17152279356543704,-0.18597897219533918,-0.21092652458503025,-0.1982058899003942
B_xsec_shuffle,29,-0.06143017319612854,-0.08267464421247156,-0.055150052804143444,-0.07510480702883657,-0.07281588103586141
B_xsec_shuffle,30,-0.2725342350855596,-0.25505859812164816,-0.2729577542899202,-0.2731159613349896,-0.26811957953725973
B_xsec_shuffle,31,-0.14446660059397573,-0.14676562984045477,-0.1514625658894734,-0.15415566852481943,-0.1569450038255623
B_xsec_shuffle,32,-0.16432285250963669,-0.17587204604231205,-0.16347582947093012,-0.21405864544448377,-0.20250121138165797
B_xsec_shuffle,33,-0.20487262270266207,-0.20448176590114236,-0.20235055664894808,-0.2057044004889602,-0.20779507347197645
B_xsec_shuffle,34,-0.1700127762421973,-0.16629434467840384,-0.1754868181396524,-0.16261160968465602,-0.17233303318942023
B_xsec_shuffle,35,-0.14490446511626792,-0.17231640370991083,-0.13493605259090224,-0.14679219900271234,-0.15017500320590071
B_xsec_shuffle,36,-0.12830461469450985,-0.10654772670036324,-0.11995893800102161,-0.11702734411509562,-0.1242810010873585
B_xsec_shuffle,37,-0.10516397149536949,-0.13033608264764102,-0.1316192795878483,-0.11364342613784893,-0.11775000970417554
B_xsec_shuffle,38,-0.19409551039345088,-0.17681703986851138,-0.18976182631233746,-0.17262976251340603,-0.17745418787522302
B_xsec_shuffle,39,-0.22529002515930194,-0.19070253276435623,-0.22474123865172163,-0.24781538284727897,-0.24199533297234183
B_xsec_shuffle,40,-0.23323481667373722,-0.23501842814622662,-0.22467890309523159,-0.23732863552106387,-0.2352086626950441
B_xsec_shuffle,41,-0.22786252172629992,-0.24801444035854317,-0.24798374152640626,-0.23215307026325785,-0.2410907742183687
B_xsec_shuffle,42,-0.05788049715426431,-0.09639808462736782,-0.07574922104449826,-0.11819545688013809,-0.09270478251855117
B_xsec_shuffle,43,-0.31201763786561887,-0.30352199597572604,-0.2885930285605616,-0.2998795205096121,-0.3064002977935301
B_xsec_shuffle,44,-0.10002948740543183,-0.08371970726798122,-0.08716367317923383,-0.09181223815011197,-0.09611811182929621
B_xsec_shuffle,45,-0.23115175618134326,-0.23285172679386743,-0.24952277706169582,-0.23508741554863913,-0.24051999955461378
B_xsec_shuffle,46,-0.1947774997166698,-0.1521557788690032,-0.1731235049753904,-0.1872892780447203,-0.16628774595225435
B_xsec_shuffle,47,-0.15554797187378022,-0.16351360886635713,-0.16320528322180497,-0.15534540784228215,-0.1512439457776627
B_xsec_shuffle,48,-0.21128179870331,-0.18673980920819522,-0.205259799094831,-0.20976367824336856,-0.1992417440188917
